channel_title,Total_Videos,Total_Views,Avg_Views,Total_Likes,Avg_Engagement
Dolan Twins,12,18305623,1525468.58,2369799,13.82
TechRax,12,18272347,1522695.58,432343,3.5
AmazingPhil,14,18201915,1300136.79,2568964,16.03
MGM,5,18178781,3635756.2,7250,0.06
SodaStream,6,18171927,3028654.5,21902,0.19
CondÃ© Nast Traveler,32,18099467,565608.34,533200,3.13
GoPro,31,18077756,583153.42,277131,2.84
SabrinaCarpenterVEVO,17,18017346,1059843.88,1154277,7.35
Gentle Whispering ASMR,15,17945431,1196362.07,349874,2.6
Guardian News,53,17929278,338288.26,102314,0.72
Warped Perception,13,17859579,1373813.77,309337,1.97
Bethany Wilhelm,12,17674210,1472850.83,186461,1.58
MLive,16,17672778,1104548.62,209299,1.52
Matthias Wandel,28,17666832,630958.29,290788,3.21
Clevver Style,41,17567819,428483.39,524159,3.51
Disney Descendants,10,17563827,1756382.7,324988,3.52
Pepsi,11,17501532,1591048.36,76378,1.31
JerryRigEverything,43,17499979,406976.26,819283,5.72
Feast Of Fiction,35,17480558,499444.51,319326,2.79
OmarGoshTV,25,17401470,696058.8,1198000,8.37
Grace Helbig,75,17376527,231687.03,967393,6.3
SnowPatrolVEVO,14,17315483,1236820.21,369693,2.37
DJSnakeVEVO,7,17011865,2430266.43,828883,5.95
Beats by Dre,7,16922055,2417436.43,71056,0.54
Real Madrid C.F.,22,16903969,768362.23,320357,2.18
How It Should Have Ended,3,16880390,5626796.67,577562,3.7
Desi Perkins,34,16868951,496145.62,991335,7.0
Chris Smoove,23,16851816,732687.65,351623,2.45
Zebra Corner,10,16838013,1683801.3,546408,3.55
NASA Goddard,15,16824471,1121631.4,143863,1.31
ANDREW HUANG,47,16765839,356719.98,851486,7.33
AntsCanada,24,16747273,697803.04,721711,5.77
Madelaine Petsch,34,16664356,490128.12,1311785,9.1
CalebCity,19,16619959,874734.68,1029726,6.68
Clevver News,37,16618059,449136.73,173470,1.87
BLACKPINK,5,16524026,3304805.2,802500,5.37
Kaplamino,23,16490378,716972.96,482226,3.31
How To Cook That,62,16470438,265652.23,492937,3.77
The White House,21,16403196,781104.57,330592,7.63
Good Mythical MORE,34,16400751,482375.03,319822,2.18
ScatterBrain News,10,16356708,1635670.8,1263213,8.3
vlogbrothers,69,16348565,236935.72,1107014,7.52
KYLE HANAGAMI,11,16285016,1480456.0,707628,4.71
Christen Dominique,40,16197675,404941.88,987778,6.96
Casey Holmes,51,16176464,317185.57,805549,5.65
MinuteEarth,48,16168498,336843.71,583434,4.47
Colleen Ballinger,19,16103078,847530.42,686760,6.88
Tech Insider,39,16087545,412501.15,247822,2.44
Andre Will Do It,5,16032054,3206410.8,152680,1.16
Rob Scallon,26,15920501,612326.96,968635,6.83
Highlight Heaven,15,15912747,1060849.8,247385,2.65
MTV,23,15883738,690597.3,214686,1.62
Hope For Paws - Official Rescue Channel,29,15873226,547352.62,702346,5.29
Battlefield,5,15866473,3173294.6,739380,6.64
Just Wow me,8,15864924,1983115.5,125408,0.94
Refinery29,96,15807126,164657.56,675154,3.54
Tanner Braungardt,7,15722889,2246127.0,443912,3.6
LOOK MUM NO COMPUTER,10,15703449,1570344.9,439593,3.62
AdelaineMorin,19,15623231,822275.32,701540,5.4
Tim Milgram,19,15552098,818531.47,707862,4.9
Tanner Fox,13,15521455,1193958.08,286335,2.74
CBS Los Angeles,51,15482919,303586.65,66265,1.42
Yes Theory,28,15444194,551578.36,1025762,7.12
Foot Locker,10,15409025,1540902.5,11524,0.09
The School of Life,63,15381055,244143.73,650651,5.01
keshaVEVO,20,15348454,767422.7,939971,6.92
Jordan Wilson,9,15308631,1700959.0,295036,2.4
todrickhall,22,15286772,694853.27,801897,7.67
Klossy,39,15236484,390679.08,472755,3.75
H3 Podcast Highlights,18,15188776,843820.89,344312,2.6
SeanPaulVEVO,8,15162536,1895317.0,604925,5.04
Desimpedidos,3,15093148,5031049.33,3052417,22.1
ABC Action News,19,15050755,792145.0,82586,1.17
The CW Television Network,38,15029414,395510.89,278570,2.82
Sam O'Nella Academy,15,15025873,1001724.87,783141,5.82
LouisTomlinsonVEVO,6,14971040,2495173.33,2057315,16.94
adidas Football,7,14964217,2137745.29,57201,0.5
jennxpenn,38,14947447,393353.87,943986,7.74
Allure,40,14930968,373274.2,457134,3.37
Deep Look,15,14884759,992317.27,162880,1.33
Cyberpunk 2077,2,14823250,7411625.0,459567,3.84
Taylor Nicole Dean,28,14789738,528204.93,943031,8.08
Adam Smith,6,14750793,2458465.5,538077,4.17
AlishaMarieVlogs,16,14749611,921850.69,813172,6.66
Bobby Bones,17,14536534,855090.24,43473,0.4
Maymo,9,14521677,1613519.67,164489,1.65
iamAURORAVEVO,15,14469378,964625.2,901387,7.33
Wengie,7,14437979,2062568.43,420894,3.88
Brian Hull,30,14427520,480917.33,415541,4.19
Taylor Swift,23,14422595,627069.35,870189,8.01
Anna Akana,47,14419481,306797.47,1287850,9.11
Bethesda Softworks,3,14411766,4803922.0,431142,3.54
AnthonyPadilla,57,14398422,252603.89,1084651,9.21
Chris Rosa,5,14377600,2875520.0,145685,1.78
Bobby Duke Arts,14,14353823,1025273.07,702499,7.06
KaceyMusgravesVEVO,29,14329565,494122.93,196632,1.73
littlemixVEVO,10,14241026,1424102.6,1314486,11.07
Lip Sync Battle,52,14238024,273808.15,172012,1.45
Beats 1 on Apple Music,7,14229748,2032821.14,298754,2.55
Ryan Is Driving,6,14206395,2367732.5,551244,5.02
Simply Not Logical,17,14186497,834499.82,967951,8.27
Attaullah Malik,8,14177068,1772133.5,81153,1.12
ELLE,36,14115407,392094.64,393015,2.86
BrasherN,7,14114169,2016309.86,189475,1.69
Iris,11,14063802,1278527.45,394981,3.91
Land Rover,7,14019124,2002732.0,238654,1.86
HarryStylesVEVO,6,13938107,2323017.83,1619656,18.23
fosterthepeopleVEVO,19,13877969,730419.42,569100,5.0
Numberphile,49,13859988,282856.9,411745,3.62
NiallHoranVEVO,19,13807964,726734.95,1829089,14.54
Swish Daily,9,13573799,1508199.89,66646,0.63
Variety,36,13571930,376998.06,87381,2.08
iggyazaleamusicVEVO,8,13505499,1688187.38,658276,7.23
SB Nation,32,13486129,421441.53,252976,3.12
Poppy,24,13460462,560852.58,655315,6.89
truTV,33,13346239,404431.48,203217,1.81
NJ.com,18,13321604,740089.11,60265,1.62
SHAYTARDS,14,13320756,951482.57,697846,6.16
Jenny Nicholson,59,13273071,224967.31,662903,7.11
News 5 Cleveland,12,13229181,1102431.75,65594,1.5
joyner lucas,4,13201711,3300427.75,811841,8.12
Chilly Willy,8,13124922,1640615.25,222630,1.91
NBA on TNT,23,13114688,570203.83,123771,1.52
Disney On Broadway,14,13064760,933197.14,256626,2.4
CHRIS-RS,6,12914827,2152471.17,400509,3.42
Tanya Burr,20,12869231,643461.55,714436,5.28
NFL Network,9,12777656,1419739.56,111207,1.01
The Grand Tour,23,12717282,552925.3,325810,3.04
JasonAldeanVEVO,19,12693076,668056.63,242380,2.24
Daisy Marquez,26,12530069,481925.73,601940,5.6
Graham The Christian,7,12484874,1783553.43,391317,4.48
AviciiOfficialVEVO,6,12421837,2070306.17,481308,4.5
JheneAikoVEVO,6,12361863,2060310.5,536866,4.86
PlayStation,6,12312195,2052032.5,515096,5.02
ESPN UK,9,12155968,1350663.11,136475,1.61
Talking Kitty Cat,14,12141034,867216.71,502341,5.41
gameslice,3,12052466,4017488.67,81073,0.8
Olivia Jade,23,12049788,523903.83,486313,4.43
theneedledrop,42,12049373,286889.83,411143,4.47
Today I Found Out,19,11989085,631004.47,296726,3.64
Kim Kardashian West,13,11962752,920211.69,0,0.0
Sam Chui,6,11779203,1963200.5,102016,1.07
Thomas Sanders,32,11729584,366549.5,748286,9.54
Ryan Canty,5,11715543,2343108.6,80544,1.12
Oscars,8,11704560,1463070.0,151995,2.17
Wong Fu Productions,46,11674085,253784.46,721164,6.61
The Royal Family Channel,27,11657887,431773.59,67964,1.24
Omeleto,14,11656567,832611.93,232090,3.23
U2VEVO,29,11651587,401778.86,289369,4.29
Doctor Who,9,11648381,1294264.56,250148,3.52
PokÃ©mon GO,7,11537586,1648226.57,103919,1.31
SUMERIAN,14,11492070,820862.14,474146,4.67
Looper,13,11484255,883404.23,115392,1.52
å§åçä¸å¯©èã®æ¥µã¿!,12,11417717,951476.42,157447,2.13
VICELAND,12,11409373,950781.08,138628,1.82
CBS Films,4,11322404,2830601.0,5393,0.06
RealLifeLore,22,11289035,513137.95,390448,4.31
Mr Sunday Movies,14,11271625,805116.07,468342,5.19
Hayley Kiyoko,6,11254749,1875791.5,824502,8.31
Peter McKinnon,30,11233817,374460.57,734934,7.55
SmarterEveryDay,17,11222895,660170.29,498088,5.17
Horizon Productions SFL,9,11218319,1246479.89,68631,0.87
Mark Sales,9,11206205,1245133.89,89358,1.04
SadeVEVO,12,11189872,932489.33,213706,2.13
Fox News,43,11157830,259484.42,59768,2.84
Access,15,11126456,741763.73,865099,5.82
amc,23,11101112,482657.04,179043,2.47
PHP,5,10962577,2192515.4,70175,1.17
Mark Wiens,11,10950511,995501.0,294676,3.33
The Real Daytime,42,10891304,259316.76,112789,1.52
Anthem Game,5,10823557,2164711.4,201497,2.48
ChloexHalleVEVO,18,10805649,600313.83,340607,4.54
Comedy Central,21,10787749,513702.33,108534,1.34
MyHarto,47,10765706,229057.57,428617,5.8
Ten Second Songs,13,10655992,819691.69,827528,8.59
Brent Pella,8,10586842,1323355.25,274595,2.92
Ben Actis,8,10455839,1306979.88,177936,1.98
emmymadeinjapan,60,10423254,173720.9,375039,4.76
Maggie Lindemann,14,10421179,744369.93,647719,8.05
Beats 1 Radio,16,10396883,649805.19,254498,2.12
Channel Awesome,18,10333649,574091.61,331902,3.83
Capital FM,9,10317977,1146441.89,369558,4.09
RM Videos,59,10285122,174324.1,36638,0.58
SuperCarlinBrothers,27,10278391,380681.15,470904,5.57
Miranda Sings,25,10273595,410943.8,601059,7.38
Tia Mowry's Quick Fix,20,10156726,507836.3,435557,5.1
Colleen Vlogs,19,10127882,533046.42,319544,4.89
Nicol Concilio,21,10127345,482254.52,395424,5.15
Lyft,9,10113686,1123742.89,9969,0.59
Cracked,26,10051250,386586.54,312732,3.8
KylieMinogueOnVEVO,16,10018316,626144.75,299208,3.64
NASA Jet Propulsion Laboratory,16,10006275,625392.19,81058,1.15
How to DAD,32,9976996,311781.12,420210,5.09
oregon,13,9975728,767363.69,388797,4.36
Kylie Moy,7,9822694,1403242.0,242621,2.66
Simon and Martina,34,9799152,288210.35,411673,5.12
UFC - Ultimate Fighting Championship,19,9743593,512820.68,87083,1.34
ChrisYoungVEVO,16,9740916,608807.25,87941,1.4
NCAA March Madness,23,9724163,422789.7,67762,0.91
AzzyLand,15,9710058,647337.2,244893,3.7
Rob Bliss,7,9701123,1385874.71,379159,4.64
shgurr,7,9682280,1383182.86,489941,6.34
STARZ,17,9679166,569362.71,148975,1.72
devinsupertramp,13,9657002,742846.31,210314,3.41
LexusVehicles,12,9653435,804452.92,14901,0.79
GeorgeEzraVEVO,23,9596840,417253.91,346871,4.05
Beyonce,5,9578073,1915614.6,124775,1.58
Christina Aguilera,12,9567139,797261.58,499874,5.76
Food Wishes,47,9554832,203294.3,311959,3.83
GameXplain,12,9494746,791228.83,187902,3.9
H O N N E,18,9466947,525941.5,239804,3.13
Gallant,23,9466408,411582.96,166810,2.4
ChrisBrownVEVO,7,9361727,1337389.57,320166,4.59
doddleoddle,11,9337953,848904.82,1222722,14.53
wdwmagic,10,9265854,926585.4,107728,3.18
Cards Against Humanity,8,9186934,1148366.75,175327,3.01
Harper's BAZAAR,24,9160988,381707.83,200219,2.4
JohnNewmanVEVO,12,9136937,761411.42,354970,4.8
Chubbyemu,17,9131977,537175.12,413494,5.71
TMZSports,11,9122816,829346.91,60551,1.57
Alissa Ashley,26,9094406,349784.85,869199,11.39
CNET,40,9070728,226768.2,164369,2.54
ElectroBOOM,25,9053164,362126.56,514576,6.42
Battle Universe!,11,9051461,822860.09,123459,1.87
Veritasium,14,9051086,646506.14,522843,6.9
Australian Open TV,17,9035474,531498.47,72708,0.87
Let Me Explain Studios,6,9030647,1505107.83,536162,7.98
FamilyFeud,3,9007919,3002639.67,99808,1.37
Munchies,20,8999805,449990.25,257890,3.24
USA Gymnastics,17,8991787,528928.65,236273,2.81
Sprinkleofglitter,16,8952248,559515.5,432386,5.42
NoahCyrusVEVO,9,8938720,993191.11,500584,7.27
Orion Pictures,7,8933850,1276264.29,31961,0.57
GingerPale,17,8931549,525385.24,494497,10.73
Duston Ward,8,8898135,1112266.88,79719,1.04
TromaMovies,8,8823516,1102939.5,42443,0.67
Green Day,11,8817596,801599.64,581275,9.71
ChrisStapletonVEVO,32,8750238,273444.94,183348,2.37
Unecht Erfunden,15,8691274,579418.27,103470,1.37
Ranz Kyle,16,8676032,542252.0,667169,8.27
The Wendy Williams Show,15,8645563,576370.87,95362,1.49
PolyMatter,17,8644522,508501.29,350357,4.84
Tesla,9,8643270,960363.33,346022,4.37
Rella On the radio,5,8629097,1725819.4,44530,0.63
I Like To Make Stuff,17,8545733,502690.18,218015,2.84
heyitsfeiii,22,8500127,386369.41,358905,5.38
Lenarr Young,14,8487151,606225.07,593601,7.94
Sabrina Claudio,9,8479401,942155.67,366339,4.94
thegameawards,6,8454016,1409002.67,165686,2.22
FoxSearchlight,14,8425103,601793.07,86928,1.12
LIVEKellyandRyan,42,8422946,200546.33,39365,0.85
DIY Perks,8,8371119,1046389.88,401276,5.54
My Virgin Kitchen,20,8366042,418302.1,153507,3.07
cheeseandjamsandwich,9,8364659,929406.56,0,0.0
KBSKpop,8,8346693,1043336.62,623072,8.73
Lisa Eldridge,29,8309272,286526.62,414953,5.65
MasterClass,4,8291604,2072901.0,5293,0.07
TheInternetVEVO,8,8274481,1034310.12,539775,7.6
A&E,10,8258936,825893.6,66667,1.19
Cammie Scott,16,8252738,515796.12,424577,5.88
Zendaya,7,8234661,1176380.14,370952,4.9
Steve1989MREInfo,14,8223632,587402.29,234657,3.77
Ben Kronengold,3,8216537,2738845.67,241601,3.2
The 2x Family,6,8200751,1366791.83,712994,9.54
Manny Mua,6,8104400,1350733.33,480126,15.6
Jonathan Morrison,20,8103086,405154.3,275092,4.06
KBAK - KBFX - Eyewitness News - BakersfieldNow,8,8080063,1010007.88,106778,1.62
Revolt TV,8,8055481,1006935.12,288193,4.91
Kitty Hawk,12,8038124,669843.67,58306,0.94
Eater,35,7904341,225838.31,84452,1.76
Riverdale,11,7872450,715677.27,213072,2.92
HOT 97,6,7850299,1308383.17,328942,5.06
E! Live from the Red Carpet,22,7849951,356815.95,133832,1.65
"Rock me, Joey Santiago.",14,7806618,557615.57,145414,2.21
Alesso,7,7786569,1112367.0,202082,3.71
The Weather Channel,9,7784540,864948.89,84550,1.36
mariahxlambily,7,7763315,1109045.0,9365,0.64
RoadsideFlix,15,7750034,516668.93,51093,0.76
British Vogue,5,7738220,1547644.0,370640,5.15
theCHIVE,8,7706805,963350.62,95511,1.47
The 1975,5,7691629,1538325.8,555284,8.25
Practical Engineering,25,7677315,307092.6,321800,5.02
AnselElgortVEVO,6,7590243,1265040.5,625267,9.61
bulletvalentineVEVO,10,7590086,759008.6,319004,5.15
KKandbabyJ,19,7570697,398457.74,402005,7.01
Guy Tang,7,7508430,1072632.86,206386,3.06
ChvrchesVEVO,20,7508337,375416.85,190087,3.09
C-SPAN,33,7504127,227397.79,130685,4.79
davematthewsbandVEVO,23,7500468,326107.3,115126,1.77
Sonic the Hedgehog,14,7463608,533114.86,349118,5.89
Ellie and Jared,13,7457580,573660.0,409766,6.13
WUSA9,10,7438228,743822.8,193435,3.4
ã¯ã¼ãã¼ ãã©ã¶ã¼ã¹ å¬å¼ãã£ã³ãã«,6,7389323,1231553.83,154962,2.47
Physics Girl,22,7384980,335680.91,412579,6.5
KBS World TV,3,7361683,2453894.33,464069,6.72
euronews (in English),25,7353875,294155.0,24314,1.16
Rapid Highlights,9,7351956,816884.0,20199,0.39
Global News,10,7338261,733826.1,34261,0.81
Kris Harbour,13,7334058,564158.31,135267,2.19
ASMR Darling,7,7316390,1045198.57,193252,3.69
Daniel Howell,4,7298244,1824561.0,893415,14.4
Dorkly,6,7276493,1212748.83,223564,3.51
Leroy Sanchez,12,7219025,601585.42,705742,10.52
BÃRNSmusicVEVO,14,7190304,513593.14,459687,9.37
littlerobotgirl,9,7167019,796335.44,104885,1.58
Freddie Lister,7,7151971,1021710.14,81610,1.42
NickJonasVEVO,25,7069856,282794.24,371569,5.67
Recording Academy / GRAMMYs,7,7054634,1007804.86,74454,1.71
BT Sport,10,7036213,703621.3,86168,1.33
Candide Thovex,6,6997284,1166214.0,214914,3.51
Engineering Explained,19,6974892,367099.58,173192,3.74
dope2111,4,6915252,1728813.0,146435,2.39
Nickelodeon,14,6904110,493150.71,134270,2.81
ThirtySecondsToMarsVEVO,8,6900112,862514.0,352153,7.25
EllieGouldingVEVO,17,6860215,403542.06,343961,6.6
HALO,3,6849514,2283171.33,182930,3.47
The Bella Twins,16,6826745,426671.56,267101,5.24
CrossFitÂ®,13,6825034,525002.62,24568,0.85
MN khan,5,6802599,1360519.8,9281,0.21
RAP DAILY,7,6732940,961848.57,99747,2.62
PsychoSoprano,11,6722392,611126.55,458125,8.55
Patricia Bright,10,6707897,670789.7,416538,7.17
Carla Resendiz,8,6692044,836505.5,185342,3.14
Mercury News,10,6684053,668405.3,37256,0.92
FailArmy,3,6610961,2203653.67,82337,1.45
hp_overload,7,6599794,942827.71,186067,3.79
BRIGHT SIDE,5,6582622,1316524.4,150531,2.85
Howl Of A Dog,5,6549569,1309913.8,207941,3.6
BBC Earth,40,6482422,162060.55,109219,3.51
VICE News,32,6447640,201488.75,59718,2.08
Nick Ramos,5,6436629,1287325.8,2433,0.16
JOLLY,22,6411264,291421.09,155699,3.15
SB-LII Commercials,9,6377720,708635.56,48006,0.94
Australia,9,6365560,707284.44,46680,0.96
JackWhiteVEVO,12,6361229,530102.42,130392,3.16
TmarTn2,13,6312181,485552.38,197997,4.22
Avocado,2,6245242,3122621.0,91724,1.82
Chloe x Halle,17,6178272,363427.76,283755,5.86
SUPERFRUIT,15,6137973,409198.2,583677,11.09
matt,8,6110345,763793.12,119529,2.24
KaneBrownVEVO,15,6086269,405751.27,144955,3.18
"But First, Coffee",3,6073847,2024615.67,277413,4.75
TheBackyardScientist,7,6037569,862509.86,133036,2.68
Roxette Arisa,12,6033049,502754.08,232384,4.49
UrAvgConsumer,8,6017708,752213.5,121621,2.53
Townsends,17,5976352,351550.12,164958,4.23
ìêµ­ë¨ì Korean Englishman,6,5963784,993964.0,147154,2.86
RedCurtainEnt,3,5961158,1987052.67,10048,0.23
Patrick Nan,5,5960191,1192038.2,182187,3.33
JOE.ie,13,5954363,458027.92,70239,1.39
The Telegraph,8,5940518,742564.75,15975,0.43
sWooZie,5,5913141,1182628.2,320682,6.19
MNEKVEVO,9,5898886,655431.78,245201,4.66
DidYouKnowGaming?,20,5893127,294656.35,146056,3.32
Zero Media,3,5869635,1956545.0,55507,1.06
Bethany Mota,5,5849270,1169854.0,350466,10.23
Living Big In A Tiny House,16,5733413,358338.31,174444,3.47
The Pet Collective,9,5730942,636771.33,109250,2.54
Fifty Shades,3,5697328,1899109.33,73076,2.55
Comicbook.com,15,5697214,379814.27,88985,1.81
TheSorryGirls,32,5662347,176948.34,269489,5.33
ConnorFranta,32,5614775,175461.72,788069,15.08
Rclbeauty101,8,5599488,699936.0,393556,7.91
MoreZoella,6,5596985,932830.83,323221,6.12
ÐÐ»ÐµÐºÑÐµÐ¹ ÐÐ°Ð²Ð°Ð»ÑÐ½ÑÐ¹,1,5579079,5579079.0,365439,9.08
Jesse,8,5529291,691161.38,357785,7.36
ThreeDaysGraceVEVO,7,5527420,789631.43,374708,8.49
ABC7,7,5506919,786702.71,134523,3.45
Sailor J,35,5500591,157159.74,484971,11.41
ALL URBAN CENTRAL,8,5491645,686455.62,45043,0.98
BachelorsPadTv,6,5489920,914986.67,168751,3.73
Mashed,7,5488331,784047.29,49482,1.37
Paramount Network,8,5482985,685373.12,46417,3.94
BenTheBondsman,9,5478529,608725.44,89348,3.72
PostmodernJukebox,14,5474887,391063.36,210229,4.35
JamesAVEVO,5,5465397,1093079.4,275421,5.97
Nyma Tang,10,5461233,546123.3,326488,6.71
Noah Nicholls,4,5444065,1361016.25,17479,0.37
Maddie Ziegler,11,5432939,493903.55,353219,7.02
Olympic,17,5390310,317077.06,52937,1.15
MSNBC,43,5386633,125270.53,40278,1.88
CNNMoney,14,5385040,384645.71,89298,1.82
Molly Burke,30,5384895,179496.5,338294,7.13
ignoramusky,14,5343886,381706.14,60985,1.25
TheMeanKitty,14,5306784,379056.0,125493,2.88
Roy Moore for Senate,8,5247547,655943.38,29023,8.36
GamingWithJen,7,5204680,743525.71,160123,5.72
It's Okay To Be Smart,21,5162837,245849.38,261395,5.61
MariahCareyVEVO,12,5149796,429149.67,217103,5.63
ET Canada,6,5124037,854006.17,29291,0.9
Mary Giannone,8,5104265,638033.12,44489,1.02
StingVEVO,8,5102092,637761.5,129416,3.03
Denitslava Makeup,20,5077079,253853.95,316759,7.09
EltonJohnVEVO,6,5050726,841787.67,15852,0.38
Fleur DeForce,18,5050456,280580.89,262451,4.68
grandayy,6,5050182,841697.0,349680,7.76
How To Make Everything,17,5041776,296575.06,136714,3.39
Quicken Loans,9,5021256,557917.33,32368,0.84
AusAntarctic,11,4998725,454429.55,19166,0.41
Sprint,5,4983540,996708.0,6249,0.2
Anna Saccone,5,4962538,992507.6,214565,4.86
Kid Rock,12,4950866,412572.17,98595,2.85
AnimalWised,12,4934303,411191.92,143816,2.94
ColliderVideos,65,4878064,75047.14,136974,4.33
CBS Miami,18,4872858,270714.33,230802,4.53
mmschocolate,15,4856227,323748.47,60164,1.41
acaciacutie,15,4848557,323237.13,369103,8.83
Shoshana Bean,19,4848116,255164.0,179599,4.01
Cat Man Chris,12,4812051,401004.25,102434,4.84
FX Networks,28,4767521,170268.61,97677,2.03
Warner Bros. UK,7,4750222,678603.14,44835,1.45
Blue Origin,17,4721687,277746.29,75466,2.33
kehlani parrish,9,4721197,524577.44,249116,6.51
USA TODAY,46,4716875,102540.76,33658,1.6
CNBC,35,4714530,134700.86,23461,1.22
Real Engineering,8,4691494,586436.75,176366,4.09
BuzzFeed Nifty,36,4684925,130136.81,92585,3.15
dodieVEVO,12,4684398,390366.5,684266,17.03
G-Eazy,13,4611479,354729.15,320790,7.61
Mean Girls on Broadway,11,4588362,417123.82,92986,2.36
Nicole Guerriero,15,4585454,305696.93,211899,5.31
Gigi Gorgeous,17,4571493,268911.35,130135,4.0
EA SPORTS FIFA,6,4566662,761110.33,115440,2.68
MITCHELL WIGGS,3,4549074,1516358.0,172500,4.07
WXYZ-TV Detroit | Channel 7,7,4545273,649324.71,65924,2.15
Bachelor Nation on ABC,26,4541991,174691.96,17621,0.71
Andrew Lowe,7,4520045,645720.71,238733,9.0
Vance Joy,13,4505738,346595.23,204210,5.16
CBS New York,13,4489513,345347.15,61007,2.51
AvE,6,4460171,743361.83,121330,3.06
Scotty Sire,6,4439770,739961.67,717219,18.08
Famous Celebrities Snaps,11,4437501,403409.18,89,0.48
Tested,20,4422515,221125.75,89172,2.51
MGMTVEVO,7,4413729,630532.71,153659,4.01
TurboTax,11,4370697,397336.09,30937,1.36
Monster Cable Products,9,4355010,483890.0,123045,5.54
Bramty Juliette,12,4353567,362797.25,360305,9.88
RachhLoves,14,4337129,309794.93,142587,3.73
Extra Credits,14,4293910,306707.86,208645,5.68
Mashable Daily,6,4292643,715440.5,39815,1.34
Luke Korns,9,4281833,475759.22,250582,7.51
Freedom of the Press Foundation,12,4278714,356559.5,29479,1.01
FliteTest,16,4276238,267264.88,103424,3.55
Strange Parts,15,4267916,284527.73,266144,6.78
Huxley Berg Studios,9,4262244,473582.67,93486,3.08
Lucas,19,4252876,223835.58,234751,7.83
Netflix Asia,7,4228105,604015.0,52837,1.53
VICE,10,4209236,420923.6,153333,5.53
Demi Lovato,7,4197884,599697.71,234786,6.51
Cam'ron,5,4193017,838603.4,37779,1.77
The Hollywood Reporter,44,4192028,95273.36,60872,2.11
Tpindell,8,4182989,522873.62,180740,5.07
Philly D,10,4172827,417282.7,136187,4.04
LukeCombsVEVO,12,4167194,347266.17,123610,3.9
Bill Gates,15,4162238,277482.53,148987,4.16
Alex French Guy Cooking,11,4160764,378251.27,259581,6.64
People are Awesome,9,4151749,461305.44,79650,2.68
Motherboard,9,4144798,460533.11,105363,2.86
Motion Station,10,4093682,409368.2,21326,0.98
Dancing On Ice,7,4088688,584098.29,0,0.0
MaggieRogersVEVO,12,4072501,339375.08,131190,3.68
Mikey Murphy,6,4047328,674554.67,351470,9.25
DanAndPhilGAMES,6,4033755,672292.5,494934,13.55
R3HAB,9,4019979,446664.33,161240,5.06
BreakingBenjaminVEVO,5,4019099,803819.8,181868,5.78
clothesencounters,16,4009016,250563.5,165667,4.7
BjÃ¶rk,23,4003900,174082.61,220151,7.4
Jenn Im,16,4001805,250112.81,219633,6.02
CatPusic,11,3980451,361859.18,186678,4.94
PBS Space Time,12,3975296,331274.67,102582,3.04
EA SPORTS,5,3963227,792645.4,55718,2.14
Jimmy Built,11,3939399,358127.18,17699,0.54
Studio MDHR,3,3927734,1309244.67,192268,6.07
NZPoliceRecruitment,6,3921025,653504.17,90279,2.65
Fancy Vlogs By Gab,8,3907345,488418.12,162123,4.67
Kristen Hancher,11,3900607,354600.64,167712,4.84
Miss Universe,6,3889363,648227.17,23391,0.86
Zach King,13,3878022,298309.38,152977,5.93
Nikki Glamour,16,3868717,241794.81,385644,10.15
Shawn Johnson East,10,3866858,386685.8,87295,2.7
Summoning Salt,6,3854531,642421.83,141921,4.23
Cosmopolitan.com,18,3845055,213614.17,164057,4.07
Kingdom Hearts,3,3800738,1266912.67,116384,3.88
Cimorelli,12,3789009,315750.75,236210,7.34
Keyboard Cat,9,3780490,420054.44,133110,4.24
3Blue1Brown,14,3760811,268629.36,169520,4.95
Toyota Global,7,3730960,532994.29,34935,1.64
TV Promos,20,3665480,183274.0,34072,1.5
Diet Coke,8,3660760,457595.0,12143,1.42
RackaRacka,3,3650323,1216774.33,272630,8.11
SuperwomanVlogs,16,3620208,226263.0,226512,7.15
Waymo,10,3612765,361276.5,31393,1.01
Johnny Jansen,11,3564086,324007.82,40255,1.28
TopClips247,4,3562683,890670.75,26180,0.8
Julien Solomita,19,3546525,186659.21,322554,10.43
Daily Caller,3,3527339,1175779.67,28040,22.29
NowThis World,5,3513639,702727.8,46444,2.08
Nile Wilson,11,3508054,318914.0,123618,3.85
Mayim Bialik,25,3497660,139906.4,144699,6.69
DrinkBODYARMOR,9,3487437,387493.0,4792,0.19
PONY Syndrome,7,3473591,496227.29,106679,3.41
Berd,15,3467562,231170.8,250399,8.89
BBC Sport,11,3462232,314748.36,86513,2.71
DamonAndJo,43,3460623,80479.6,215486,7.39
CBS Sunday Morning,12,3450547,287545.58,10217,1.59
WaterTower Music,8,3433129,429141.12,96373,3.03
Rebel Wilson,9,3426561,380729.0,61598,2.65
The Key of Awesome,9,3418838,379870.89,203510,7.14
ScreenPrism,27,3415721,126508.19,111593,4.39
Peter Brown,18,3415675,189759.72,143604,5.23
Yoga With Adriene,7,3397020,485288.57,96565,3.59
Jack Coyne,11,3387722,307974.73,158566,5.48
GRB rally,12,3362723,280226.92,24812,0.81
Portugal. The Man,18,3356296,186460.89,81384,2.81
Dave Lee,10,3343806,334380.6,121078,4.3
Magnolia Pictures & Magnet Releasing,17,3330261,195897.71,20194,0.91
FOX Sports,21,3328895,158518.81,16167,0.83
Jack and Dean,19,3328122,175164.32,408346,13.26
